,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,DEF_RATING,DREB,DREB_PCT,PCT_DREB,STL,PCT_STL,BLK,PCT_BLK,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,DEF_WS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,DEF_RATING_RANK,DREB_RANK,DREB_PCT_RANK,PCT_DREB_RANK,STL_RANK,PCT_STL_RANK,BLK_RANK,PCT_BLK_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK,DEF_WS_RANK,SEASON_ID
3,202738,Isaiah Thomas,Isaiah,1610612743,DEN,30.0,12,6,6,0.5,15.1,104.5,0.7,0.04,0.061,0.4,0.135,0.1,0.043,5.2,5.0,3.2,14.8,0.068,15,17,5,18,12,6,13,16,16,11,13,12,13,8,9,7,7,9,2018-19
4,1627750,Jamal Murray,Jamal,1610612743,DEN,22.0,75,49,26,0.653,32.6,108.0,3.4,0.101,0.142,0.9,0.178,0.4,0.12,10.9,7.6,8.5,33.5,0.102,5,6,13,13,1,16,5,12,12,4,9,6,11,18,18,18,18,3,2018-19
5,1629020,Jarred Vanderbilt,Jarred,1610612743,DEN,20.0,17,10,7,0.588,4.1,92.5,0.9,0.205,0.286,0.4,0.4,0.1,0.125,1.4,0.8,1.0,4.0,0.035,13,13,7,17,14,1,12,2,3,13,2,13,10,6,2,3,4,14,2018-19
6,1627823,Juancho Hernangomez,Juancho,1610612743,DEN,23.0,70,44,26,0.629,19.4,107.3,2.9,0.144,0.208,0.4,0.123,0.3,0.167,5.6,5.2,4.8,18.9,0.065,7,8,13,14,10,14,7,7,6,12,14,8,8,9,10,10,9,11,2018-19
7,1627736,Malik Beasley,Malik,1610612743,DEN,22.0,81,53,28,0.654,23.2,107.3,2.0,0.085,0.123,0.7,0.187,0.1,0.061,7.2,6.1,5.6,24.0,0.079,3,3,16,12,7,13,10,13,13,7,8,11,12,13,12,12,12,8,2018-19
8,203486,Mason Plumlee,Mason,1610612743,DEN,29.0,82,54,28,0.659,21.1,106.1,4.4,0.198,0.291,0.8,0.232,0.9,0.434,5.6,6.3,4.8,20.5,0.079,1,1,16,9,8,12,3,3,2,6,5,1,1,10,13,9,11,6,2018-19
9,1628420,Monte Morris,Monte,1610612743,DEN,24.0,82,54,28,0.659,24.0,105.1,1.9,0.078,0.114,0.9,0.219,0.0,0.024,6.6,6.5,5.7,24.6,0.096,1,1,16,9,6,7,11,14,14,5,6,14,14,12,14,13,13,5,2018-19
10,201156,Nick Young,Nick,1610612743,DEN,34.0,4,3,1,0.75,9.3,103.8,0.3,0.026,0.04,0.0,0.0,0.3,0.25,1.0,4.0,2.3,14.0,0.042,18,18,2,3,13,5,17,18,18,16,16,10,4,5,6,6,6,13,2018-19
11,203999,Nikola Jokic,Nikola,1610612743,DEN,24.0,80,53,27,0.663,31.3,107.5,8.0,0.249,0.349,1.4,0.281,0.7,0.247,10.4,7.1,8.4,31.5,0.102,4,3,15,8,2,15,1,1,1,1,3,3,5,17,17,17,17,4,2018-19
12,200794,Paul Millsap,Paul,1610612743,DEN,34.0,70,49,21,0.7,27.1,105.4,5.0,0.182,0.256,1.2,0.271,0.8,0.327,9.5,5.7,7.1,27.5,0.106,7,6,10,5,5,9,2,4,4,2,4,2,2,15,11,14,14,2,2018-19
13,1629118,Thomas Welsh,Thomas,1610612743,DEN,23.0,11,8,3,0.727,3.3,97.7,0.4,0.114,0.16,0.0,0.0,0.0,0.0,0.1,0.7,1.5,3.6,0.024,16,15,3,4,17,2,16,10,11,16,16,15,15,1,1,4,3,15,2018-19
14,1628470,Torrey Craig,Torrey,1610612743,DEN,28.0,75,50,25,0.667,20.0,108.7,2.3,0.112,0.164,0.5,0.159,0.6,0.291,6.2,4.8,5.0,19.9,0.058,5,5,12,6,9,17,8,11,10,8,11,4,3,11,7,11,10,12,2018-19
15,1626168,Trey Lyles,Trey,1610612743,DEN,23.0,64,42,22,0.656,17.5,105.7,3.2,0.172,0.254,0.5,0.165,0.4,0.223,5.0,4.9,4.2,18.5,0.068,9,9,11,11,11,10,6,5,5,9,10,7,6,7,8,8,8,10,2018-19
16,1628399,Tyler Lydon,Tyler,1610612743,DEN,23.0,25,20,5,0.8,3.7,105.9,0.4,0.133,0.186,0.1,0.143,0.0,0.0,0.8,1.1,1.0,4.2,0.015,12,12,4,2,15,11,14,9,9,15,12,15,15,3,5,2,5,18,2018-19
17,203115,Will Barton,Will,1610612743,DEN,28.0,43,27,16,0.628,27.7,109.1,3.9,0.137,0.194,0.4,0.097,0.5,0.21,8.9,6.8,7.9,28.9,0.079,11,11,8,15,4,18,4,8,8,10,15,5,7,14,15,16,15,7,2018-19
0,201589,Darrell Arthur,Darrell,1610612743,DEN,30.0,19,12,7,0.632,7.4,110.1,0.6,0.087,0.133,0.4,0.296,0.2,0.214,2.8,1.6,1.5,8.1,0.015,16,15,3,3,17,12,17,13,13,11,3,11,7,3,1,2,4,16,2017-18
1,2734,Devin Harris,Devin,1610612743,DEN,35.0,27,17,10,0.63,19.7,111.6,1.4,0.07,0.106,0.5,0.194,0.1,0.06,7.9,6.1,6.1,20.1,0.03,13,12,4,4,7,16,12,16,16,9,10,12,14,10,12,12,12,12,2017-18
2,1626144,Emmanuel Mudiay,Emmanuel,1610612752,NYK,22.0,42,24,18,0.571,17.9,110.0,1.9,0.099,0.149,0.5,0.202,0.1,0.043,8.7,4.6,4.7,17.8,0.037,9,9,10,8,10,11,11,10,10,10,8,15,16,12,10,10,9,9,2017-18
3,203914,Gary Harris,Gary,1610612743,DEN,23.0,67,37,30,0.552,34.4,108.2,2.1,0.061,0.088,1.8,0.313,0.2,0.068,13.1,7.6,8.7,34.0,0.087,7,7,12,14,1,6,10,17,17,1,2,10,13,18,16,16,18,1,2017-18
4,1627750,Jamal Murray,Jamal,1610612743,DEN,21.0,81,46,35,0.568,31.7,110.2,2.7,0.087,0.123,1.0,0.19,0.3,0.115,11.5,7.1,8.3,30.9,0.06,1,1,17,9,5,13,8,14,15,6,11,9,12,14,14,13,15,6,2017-18
5,1627823,Juancho Hernangomez,Juancho,1610612743,DEN,22.0,25,15,10,0.6,11.1,109.2,1.4,0.139,0.205,0.2,0.136,0.1,0.125,4.2,2.7,3.6,10.6,0.025,14,14,4,5,13,10,13,6,6,16,14,13,10,6,5,6,6,14,2017-18
6,202702,Kenneth Faried,Kenneth,1610612743,DEN,28.0,32,16,16,0.5,14.4,108.1,2.7,0.193,0.258,0.4,0.207,0.4,0.351,6.5,3.1,4.3,15.6,0.036,12,13,7,17,12,4,7,3,4,13,6,7,3,8,6,8,8,10,2017-18
7,1627736,Malik Beasley,Malik,1610612743,DEN,21.0,62,34,28,0.548,9.4,105.3,0.9,0.095,0.139,0.2,0.172,0.1,0.125,3.9,2.3,2.1,8.8,0.034,8,8,11,15,14,1,14,12,11,15,12,14,10,5,4,3,5,11,2017-18
8,203486,Mason Plumlee,Mason,1610612743,DEN,28.0,74,40,34,0.541,19.5,108.2,3.6,0.182,0.271,0.7,0.213,1.1,0.479,8.0,5.0,5.3,18.5,0.05,4,6,16,16,8,5,6,4,3,7,5,2,1,11,11,11,11,7,2017-18
9,1628420,Monte Morris,Monte,1610612743,DEN,23.0,3,2,1,0.667,8.4,114.8,0.7,0.08,0.125,1.0,0.5,0.0,0.0,2.0,4.3,1.0,5.3,0.004,17,17,2,2,15,17,16,15,14,5,1,17,17,2,9,1,2,17,2017-18
10,203999,Nikola Jokic,Nikola,1610612743,DEN,23.0,75,43,32,0.573,32.6,107.8,8.1,0.254,0.356,1.2,0.235,0.8,0.281,12.4,6.9,8.4,30.7,0.085,3,3,13,7,3,2,1,1,1,2,4,3,4,16,13,14,14,2,2017-18
11,200794,Paul Millsap,Paul,1610612743,DEN,33.0,38,22,16,0.579,30.1,107.8,4.7,0.153,0.227,1.0,0.204,1.2,0.376,10.9,8.1,8.6,28.8,0.078,11,10,7,6,6,3,2,5,5,3,7,1,2,13,18,15,13,4,2017-18
12,2210,Richard Jefferson,Richard,1610612743,DEN,38.0,20,10,10,0.5,8.2,110.3,0.8,0.099,0.136,0.1,0.087,0.1,0.056,3.5,1.7,3.3,7.8,0.015,15,16,4,17,16,14,15,11,12,17,17,16,15,4,2,5,3,15,2017-18
13,1628470,Torrey Craig,Torrey,1610612743,DEN,27.0,39,22,17,0.564,16.1,110.9,2.2,0.134,0.191,0.3,0.135,0.4,0.231,5.6,3.4,4.3,15.4,0.028,10,10,9,11,11,15,9,7,7,14,15,8,5,7,7,7,7,13,2017-18
14,1626168,Trey Lyles,Trey,1610612743,DEN,22.0,73,41,32,0.562,19.1,108.4,4.0,0.215,0.307,0.4,0.144,0.5,0.222,7.0,3.6,4.6,18.3,0.047,6,4,13,12,9,7,4,2,2,12,13,6,6,9,8,9,10,8,2017-18
15,1628399,Tyler Lydon,Tyler,1610612743,DEN,22.0,1,1,0,1.0,2.2,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,-0.064,18,18,1,1,18,18,18,18,18,18,18,17,17,1,3,4,1,18,2017-18
16,203115,Will Barton,Will,1610612743,DEN,27.0,81,46,35,0.568,33.1,108.6,4.2,0.126,0.183,1.0,0.195,0.6,0.186,13.0,7.8,8.8,33.3,0.079,1,1,17,9,2,8,3,9,8,4,9,4,8,17,17,17,17,3,2017-18
17,201163,Wilson Chandler,Wilson,1610612743,DEN,31.0,74,41,33,0.554,31.7,109.1,4.0,0.127,0.181,0.6,0.111,0.5,0.157,12.0,7.3,9.1,31.0,0.071,4,4,15,13,4,9,4,8,9,8,16,5,9,15,15,18,16,5,2017-18
0,202087,Alonzo Gee,Alonzo,1610612743,DEN,30.0,13,4,9,0.308,6.9,103.3,0.8,0.11,0.169,0.4,0.385,0.1,0.083,2.6,1.9,2.0,6.2,0.032,16,17,4,17,16,3,16,13,13,15,2,16,14,4,5,3,3,11,2016-17
1,201568,Danilo Gallinari,Danilo,1610612743,DEN,28.0,63,31,32,0.492,33.9,110.5,4.5,0.13,0.183,0.6,0.13,0.2,0.093,12.0,8.6,9.9,33.7,0.064,5,5,13,8,1,11,5,11,11,9,16,10,13,19,19,19,19,1,2016-17
2,201589,Darrell Arthur,Darrell,1610612743,DEN,29.0,41,20,21,0.488,15.6,109.7,2.1,0.133,0.197,0.5,0.216,0.5,0.382,5.7,4.0,3.9,14.7,0.034,12,11,8,9,12,8,12,10,10,14,8,5,5,8,8,7,8,10,2016-17
3,1626144,Emmanuel Mudiay,Emmanuel,1610612743,DEN,21.0,55,25,30,0.455,25.6,113.3,2.7,0.104,0.148,0.7,0.208,0.2,0.107,10.6,6.9,8.8,27.9,0.027,10,10,12,13,7,16,8,14,14,4,11,11,12,15,14,16,15,16,2016-17
4,203914,Gary Harris,Gary,1610612743,DEN,22.0,57,29,28,0.509,31.3,113.9,2.3,0.076,0.105,1.2,0.261,0.1,0.063,11.3,7.9,9.7,32.0,0.028,9,8,10,5,2,17,10,18,17,1,4,14,15,18,18,18,18,14,2016-17
5,1627750,Jamal Murray,Jamal,1610612743,DEN,20.0,82,40,42,0.488,21.5,108.0,2.1,0.095,0.133,0.6,0.203,0.3,0.156,7.9,5.3,6.2,21.3,0.058,1,1,19,9,9,5,13,15,15,10,12,9,10,10,11,10,11,4,2016-17
6,2749,Jameer Nelson,Jameer,1610612743,DEN,35.0,75,34,41,0.453,27.3,109.6,2.2,0.08,0.111,0.7,0.184,0.1,0.048,9.5,6.6,7.4,24.5,0.059,2,4,18,14,6,7,11,16,16,5,14,15,16,13,13,13,13,3,2016-17
7,203950,Jarnell Stokes,Jarnell,1610612743,DEN,23.0,2,0,2,0.0,3.3,114.3,0.5,0.143,0.25,0.5,0.5,0.0,0.0,1.0,2.0,0.0,3.0,0.003,19,19,2,19,18,18,18,9,6,12,1,17,17,1,6,1,2,18,2016-17
8,203948,Johnny O'Bryant III,Johnny,1610612766,CHA,24.0,7,2,5,0.286,6.6,122.0,0.9,0.167,0.214,0.0,0.0,0.1,1.0,2.6,1.1,2.1,7.7,-0.011,17,18,3,18,17,19,15,7,9,18,18,13,1,3,2,6,6,19,2016-17
9,1627823,Juancho Hernangomez,Juancho,1610612743,DEN,21.0,62,30,32,0.484,13.6,110.1,2.3,0.171,0.245,0.5,0.233,0.2,0.15,5.6,3.7,4.1,14.3,0.028,6,7,13,11,13,10,9,6,7,13,6,12,11,7,7,8,7,13,2016-17
10,203994,Jusuf Nurkic,Jusuf,1610612757,POR,22.0,45,20,25,0.444,17.9,109.4,3.8,0.203,0.285,0.6,0.216,0.8,0.424,7.8,4.9,5.4,17.3,0.041,11,11,9,16,11,6,6,4,4,11,9,2,4,9,9,9,9,8,2016-17
11,202702,Kenneth Faried,Kenneth,1610612743,DEN,27.0,61,29,32,0.475,21.2,112.3,4.6,0.218,0.307,0.7,0.247,0.7,0.357,8.1,5.2,6.9,21.0,0.029,7,8,13,12,10,15,3,3,3,7,5,4,7,11,10,11,10,12,2016-17
12,1627736,Malik Beasley,Malik,1610612743,DEN,20.0,22,12,10,0.545,7.5,94.4,0.5,0.064,0.089,0.3,0.304,0.0,0.0,3.0,1.8,2.0,6.5,0.053,14,14,5,3,15,1,17,19,19,16,3,17,17,5,4,4,4,5,2016-17
13,203486,Mason Plumlee,Mason,1610612743,DEN,27.0,27,15,12,0.556,23.4,111.2,4.6,0.185,0.262,0.7,0.211,1.1,0.547,8.6,7.4,7.3,24.1,0.04,13,13,7,2,8,13,4,5,5,8,10,1,3,12,16,12,12,9,2016-17
14,2034,Mike Miller,Mike,1610612743,DEN,37.0,20,9,11,0.45,7.5,105.4,1.8,0.243,0.313,0.1,0.08,0.0,0.0,3.1,1.6,2.1,7.4,0.027,15,15,6,15,14,4,14,2,2,17,17,17,17,6,3,5,5,15,2016-17
15,203999,Nikola Jokic,Nikola,1610612743,DEN,22.0,73,37,36,0.507,27.9,109.7,6.9,0.248,0.339,0.8,0.219,0.8,0.374,9.8,6.5,8.0,26.9,0.06,3,2,16,6,5,9,1,1,1,2,7,3,6,14,12,14,14,2,2016-17
16,201579,Roy Hibbert,Roy,1610612743,DEN,30.0,6,5,1,0.833,1.8,100.0,0.2,0.077,0.1,0.0,0.0,0.3,0.667,1.0,0.7,0.3,2.7,0.011,18,16,1,1,19,2,19,17,18,18,18,8,2,1,1,2,1,17,2016-17
17,203115,Will Barton,Will,1610612743,DEN,26.0,60,31,29,0.517,28.4,111.0,3.4,0.12,0.17,0.8,0.188,0.5,0.201,11.1,7.4,8.5,28.0,0.05,8,5,11,4,4,12,7,12,12,3,13,6,8,17,15,15,16,6,2016-17
18,201163,Wilson Chandler,Wilson,1610612743,DEN,30.0,71,35,36,0.493,30.9,112.1,5.0,0.162,0.228,0.7,0.161,0.4,0.18,11.0,7.8,9.1,29.4,0.044,4,3,16,7,3,14,2,8,8,6,15,7,9,16,17,17,17,7,2016-17
0,1626253,Axel Toupane,Axel,1610612743,DEN,23.0,21,9,12,0.429,14.5,110.4,1.1,0.076,0.114,0.3,0.171,0.3,0.167,5.4,4.2,3.9,14.3,0.016,16,15,3,3,15,18,16,16,17,15,13,11,10,6,5,6,6,17,2015-16
1,201571,D.J. Augustin,D.J.,1610612743,DEN,28.0,28,11,17,0.393,23.5,109.2,1.8,0.074,0.114,0.9,0.275,0.1,0.029,9.2,7.4,7.0,23.5,0.036,13,13,6,11,7,14,12,17,16,4,2,17,17,15,16,15,15,13,2015-16
2,201568,Danilo Gallinari,Danilo,1610612743,DEN,27.0,53,22,31,0.415,34.7,107.8,4.3,0.127,0.182,0.8,0.143,0.4,0.111,11.8,8.3,9.4,31.2,0.067,9,8,11,6,1,11,4,10,10,6,16,9,13,19,19,19,19,3,2015-16
3,201589,Darrell Arthur,Darrell,1610612743,DEN,28.0,70,26,44,0.371,21.7,104.0,3.0,0.132,0.201,0.8,0.218,0.7,0.327,7.7,5.9,6.2,17.8,0.068,4,5,16,15,8,5,8,8,7,7,10,3,4,12,13,12,12,2,2015-16
4,1626144,Emmanuel Mudiay,Emmanuel,1610612743,DEN,20.0,68,29,39,0.426,30.4,107.9,2.9,0.097,0.136,1.0,0.193,0.5,0.159,10.7,7.2,8.5,27.0,0.059,5,4,14,4,3,12,9,13,13,3,11,7,11,17,15,17,17,6,2015-16
5,203475,Erick Green,Erick,1610612743,DEN,25.0,3,1,2,0.333,2.5,93.3,0.3,0.2,0.2,0.0,0.0,0.0,0.0,1.7,0.0,0.3,2.0,0.016,19,19,1,17,19,1,19,5,8,19,19,18,18,1,1,1,1,18,2015-16
6,203914,Gary Harris,Gary,1610612743,DEN,21.0,76,31,45,0.408,32.1,109.2,2.2,0.069,0.101,1.3,0.238,0.2,0.078,11.2,7.8,8.6,29.6,0.048,3,2,17,7,2,15,11,18,18,1,6,13,15,18,18,18,18,7,2015-16
7,201581,JJ Hickson,JJ,1610612764,WAS,27.0,20,7,13,0.35,15.3,104.6,3.3,0.203,0.301,0.5,0.222,0.6,0.375,5.1,4.6,3.6,13.6,0.043,17,17,4,16,14,6,7,4,3,10,8,6,2,5,7,5,5,10,2015-16
8,203960,JaKarr Sampson,JaKarr,1610612743,DEN,23.0,26,11,15,0.423,18.0,107.2,1.7,0.091,0.131,0.5,0.162,0.7,0.266,5.9,4.8,4.3,15.1,0.038,14,13,5,5,11,10,13,14,14,14,14,4,6,8,8,7,7,11,2015-16
9,2749,Jameer Nelson,Jameer,1610612743,DEN,34.0,39,12,27,0.308,26.6,109.5,2.5,0.097,0.14,0.6,0.174,0.1,0.064,8.5,6.3,6.5,22.2,0.036,11,12,10,18,5,16,10,12,12,9,12,15,16,13,14,13,13,12,2015-16
10,203530,Joffrey Lauvergne,Joffrey,1610612743,DEN,24.0,59,24,35,0.407,17.6,110.8,3.6,0.204,0.305,0.2,0.098,0.3,0.17,6.7,5.0,5.5,17.7,0.017,7,7,13,9,12,19,5,3,2,18,18,12,9,9,11,10,11,16,2015-16
11,203994,Jusuf Nurkic,Jusuf,1610612743,DEN,21.0,32,14,18,0.438,17.1,105.3,3.4,0.2,0.289,0.8,0.296,1.4,0.512,5.4,4.9,4.8,15.4,0.046,12,11,7,2,13,7,6,6,5,8,1,1,1,7,10,8,8,8,2015-16
12,202702,Kenneth Faried,Kenneth,1610612743,DEN,26.0,67,26,41,0.388,25.3,110.0,5.2,0.21,0.295,0.5,0.124,0.9,0.337,9.0,5.7,6.9,23.3,0.031,6,5,15,12,6,17,1,2,4,13,17,2,3,14,12,14,14,14,2015-16
13,203123,Kostas Papanikolaou,Kostas,1610612743,DEN,25.0,26,8,18,0.308,11.3,100.3,1.2,0.107,0.162,0.5,0.25,0.2,0.172,4.5,3.1,2.8,8.8,0.046,14,16,7,18,16,2,15,11,11,10,4,14,7,4,4,3,4,9,2015-16
14,2034,Mike Miller,Mike,1610612743,DEN,36.0,47,21,26,0.447,7.9,109.2,1.0,0.127,0.19,0.3,0.232,0.1,0.103,2.6,2.3,1.9,7.1,0.012,10,10,9,1,18,13,17,9,9,16,7,16,14,2,2,2,2,19,2015-16
15,203999,Nikola Jokic,Nikola,1610612743,DEN,21.0,80,31,49,0.388,21.7,103.1,4.7,0.223,0.311,1.0,0.27,0.6,0.318,7.0,4.5,5.4,17.5,0.072,2,2,18,13,9,4,3,1,1,2,3,5,5,11,6,9,10,1,2015-16
16,200751,Randy Foye,Randy,1610612760,OKC,32.0,54,22,32,0.407,19.8,103.0,1.6,0.081,0.122,0.5,0.16,0.3,0.137,6.8,4.9,5.8,17.0,0.066,8,8,12,8,10,3,14,15,15,12,15,10,12,10,9,11,9,4,2015-16
17,203930,Sean Kilpatrick,Sean,1610612751,BKN,26.0,8,3,5,0.375,10.3,106.3,0.5,0.045,0.062,0.3,0.25,0.0,0.0,3.3,2.5,3.0,7.8,0.026,18,18,2,14,17,8,18,19,19,17,4,18,18,3,3,4,3,15,2015-16
18,203115,Will Barton,Will,1610612743,DEN,25.0,82,33,49,0.402,28.7,106.8,5.1,0.177,0.262,0.9,0.219,0.5,0.171,10.1,7.5,7.4,26.2,0.064,1,1,18,10,4,9,2,7,6,5,9,8,8,16,17,16,16,5,2015-16
